log_msg_len,type_id,timestamp
100,LTE_PHY_Inter_RAT_Measurement,2021-11-29 04:01:33.289159
100,LTE_PHY_Inter_RAT_Measurement,2021-11-29 04:01:33.313998
100,LTE_PHY_Inter_RAT_Measurement,2021-11-29 03:59:46.920311
100,LTE_PHY_Inter_RAT_Measurement,2021-11-29 03:59:47.403966
100,LTE_PHY_Inter_RAT_Measurement,2021-11-29 04:02:23.610882
100,LTE_PHY_Inter_RAT_Measurement,2021-11-29 04:02:24.842961
100,LTE_PHY_Inter_RAT_Measurement,2021-11-29 04:01:22.746994
100,LTE_PHY_Inter_RAT_Measurement,2021-11-29 04:01:22.826877
