log_msg_len,type_id,timestamp,Pkt Version,RRC Release Number,Major Version,Minor Version,Msg
20,LTE_NAS_EMM_OTA_Outgoing_Packet,2021-11-29 04:01:33.304139,1,9,5,0,
20,LTE_NAS_EMM_OTA_Outgoing_Packet,2021-11-29 03:59:47.728235,1,9,5,0,
20,LTE_NAS_EMM_OTA_Outgoing_Packet,2021-11-29 04:02:27.080513,1,9,5,0,
20,LTE_NAS_EMM_OTA_Outgoing_Packet,2021-11-29 04:01:22.973201,1,9,5,0,
