log_msg_len,type_id,timestamp,Version,EPS bearer type,EPS bearer ID,EPS bearer state,Len,QCI,UL MBR,DL MBR,UL GBR,DL GBR,UL MBR ext,DL MBR ext,UL GBR ext,DL GBR ext
32,LTE_NAS_ESM_State,2021-11-29 03:59:47.818264,1,0,5,2,1,6,0,0,0,0,0,0,0,0
32,LTE_NAS_ESM_State,2021-11-29 03:59:47.818264,1,0,6,2,1,5,0,0,0,0,0,0,0,0
32,LTE_NAS_ESM_State,2021-11-29 04:03:16.620042,1,0,5,2,1,6,0,0,0,0,0,0,0,0
32,LTE_NAS_ESM_State,2021-11-29 04:03:16.620042,1,0,6,2,1,5,0,0,0,0,0,0,0,0
32,LTE_NAS_ESM_State,2021-11-29 04:02:27.175752,1,0,5,2,1,6,0,0,0,0,0,0,0,0
32,LTE_NAS_ESM_State,2021-11-29 04:02:27.175752,1,0,6,2,1,5,0,0,0,0,0,0,0,0
32,LTE_NAS_ESM_State,2021-11-29 04:01:23.066267,1,0,5,2,1,6,0,0,0,0,0,0,0,0
32,LTE_NAS_ESM_State,2021-11-29 04:01:23.066267,1,0,6,2,1,5,0,0,0,0,0,0,0,0
