log_msg_len,type_id,timestamp,Version,Number of Subpackets,Subpacket ID,Subpacket Version,Subpacket Size,Sub Id,Cell Id,Retx counter,Rach result,Contention procedure,Rach msg bmasks,Msg1,Preamble Index,Preamble index mask,Preamble power offset,Msg2,Backoff Value (ms),Result,TCRNTI,TA value,Msg3,Grant Raw,Grant,Harq ID,MAC PDUs,MAC PDU,MAC PDU,MAC PDU,MAC PDU,MAC PDU,MAC PDU,MAC PDU,MAC PDU,MAC PDU,MAC PDU,MAC PDU,MAC PDU,MAC PDU,MAC PDU,MAC PDU,MAC PDU,MAC PDU,MAC PDU,MAC PDU
56,LTE_MAC_Rach_Attempt,2021-11-29 15:27:12.929032,1,1,6,3,40,1,0,1,Success,Contention Based RACH procedure,7,,3,0xff,65440,,0,True,9706,10,,0x840100,18,1,,0x20,0x06,0x1f,0x41,0x2c,0x2a,0xd5,0x13,0x24,0x1c,0x00,0x00,0x00,0x2a,0xd5,0x13,0x24,0x1c,0x00
56,LTE_MAC_Rach_Attempt,2021-11-29 15:29:01.788331,1,1,6,3,40,1,0,1,Success,Contention Based RACH procedure,7,,4,0xff,65440,,0,True,41924,10,,0x460100,18,7,,0x20,0x06,0x1f,0x41,0x2c,0x2a,0xd5,0x13,0x24,0x05,0x00,0x00,0x00,0x2a,0xd5,0x13,0x24,0x05,0x00
56,LTE_MAC_Rach_Attempt,2021-11-29 15:26:21.716337,1,1,6,3,40,1,0,1,Success,Contention Based RACH procedure,7,,5,0xff,65436,,0,True,55010,11,,0x220100,18,4,,0x20,0x06,0x1f,0x41,0x2c,0x2a,0xd5,0x13,0x24,0x1c,0x36,0x00,0x00,0x2a,0xd5,0x13,0x24,0x1c,0x36
56,LTE_MAC_Rach_Attempt,2021-11-29 15:28:34.847675,1,1,6,3,40,1,0,1,Success,Contention Based RACH procedure,7,,25,0xff,65440,,0,True,28269,9,,0x460100,18,1,,0x20,0x06,0x1f,0x41,0x2c,0x2a,0xd5,0x13,0x24,0x1c,0x00,0x00,0x00,0x2a,0xd5,0x13,0x24,0x1c,0x00
