log_msg_len,type_id,timestamp,Version,Num SubPkt,PDU Size,Msg
104,LTE_PDCP_UL_SRB_Integrity_Data_PDU,2021-11-29 19:21:47.982948,1,1,30,
104,LTE_PDCP_UL_SRB_Integrity_Data_PDU,2021-11-29 19:20:45.903233,1,1,30,
