log_msg_len,type_id,timestamp,Version,Num SubPkt,Subpacket ID,Subpacket Version,Subpacket Size,Reason,Max Size RBs,Number of Released RBs,Released RBs,Number of Added/Modified RBs,Added/Modified RBs,Added/Modified RB Cfg Index,Action,Added/Modified RB Cfg Index,Action,Added/Modified RB Cfg Index,Action,Number of Active RBs,Active RBs,RLCUL CFG,RB Mode,LC ID,RB ID,RB Cfg Idx,RB Type,SN Length,Poll Byte,Poll PDU,T Poll Retx (ms),Max Retx Threshold,RLCUL CFG,RB Mode,LC ID,RB ID,RB Cfg Idx,RB Type,SN Length,Poll Byte,Poll PDU,T Poll Retx (ms),Max Retx Threshold,RLCUL CFG,RB Mode,LC ID,RB ID,RB Cfg Idx,RB Type,SN Length,Poll Byte,Poll PDU,T Poll Retx (ms),Max Retx Threshold,RLCUL CFG,RB Mode,LC ID,RB ID,RB Cfg Idx,RB Type,SN Length,Poll Byte,Poll PDU,T Poll Retx (ms),Max Retx Threshold
112,LTE_RLC_UL_Config_Log_Packet,2021-11-29 19:20:04.604053,1,1,69,1,96,Configuration,10,0,,3,,34,Add,4,Add,5,Add,4,,RLCUL CFG,AM,1,1,33,SRB,10,320000,64,100,16,RLCUL CFG,AM,2,2,34,SRB,10,320000,64,100,16,RLCUL CFG,AM,3,4,4,DRB,10,320000,64,120,16,RLCUL CFG,AM,4,5,5,DRB,10,320000,64,120,16
