log_msg_len,type_id,timestamp,Version,Num SubPkt,PDU Size,Msg
80,LTE_PDCP_UL_SRB_Integrity_Data_PDU,2021-11-29 19:32:08.321386,1,1,7,
100,LTE_PDCP_UL_SRB_Integrity_Data_PDU,2021-11-29 19:33:37.688372,1,1,27,
104,LTE_PDCP_UL_SRB_Integrity_Data_PDU,2021-11-29 19:32:37.706873,1,1,30,
104,LTE_PDCP_UL_SRB_Integrity_Data_PDU,2021-11-29 19:33:08.535022,1,1,30,
80,LTE_PDCP_UL_SRB_Integrity_Data_PDU,2021-11-29 19:32:29.003000,1,1,7,
84,LTE_PDCP_UL_SRB_Integrity_Data_PDU,2021-11-29 19:32:27.435588,1,1,9,
80,LTE_PDCP_UL_SRB_Integrity_Data_PDU,2021-11-29 19:32:27.455666,1,1,7,
104,LTE_PDCP_UL_SRB_Integrity_Data_PDU,2021-11-29 19:33:18.986816,1,1,30,
104,LTE_PDCP_UL_SRB_Integrity_Data_PDU,2021-11-29 19:34:05.748097,1,1,30,
