log_msg_len,type_id,timestamp,Pkt Version,RRC Release Number,Major Version,Minor Version,Msg
20,LTE_NAS_EMM_OTA_Outgoing_Packet,2021-11-29 03:13:41.814245,1,9,5,0,
20,LTE_NAS_EMM_OTA_Outgoing_Packet,2021-11-29 03:13:20.891866,1,9,5,0,
