log_msg_len,type_id,timestamp
100,LTE_PHY_Inter_RAT_Measurement,2021-11-29 19:05:46.464283
100,LTE_PHY_Inter_RAT_Measurement,2021-11-29 19:05:47.675723
100,LTE_PHY_Inter_RAT_Measurement,2021-11-29 19:05:53.320267
