log_msg_len,type_id,timestamp,Version,Number of SubPackets,SubPackets,SubPacket ID,Version,SubPacket Size,SubPacket ID,Version,SubPacket Size,E-ARFCN,Num Cells,Deplexing Mode,Serving Cell Index,Neighbor Cells,Physical Cell ID,FTL Cumulative Freq Offset,Inst Measured RSRP,Inst Measured RSRQ,Inst Measured RSSI,Physical Cell ID,FTL Cumulative Freq Offset,Inst Measured RSRP,Inst Measured RSRQ,Inst Measured RSSI,Physical Cell ID,FTL Cumulative Freq Offset,Inst Measured RSRP,Inst Measured RSRQ,Inst Measured RSSI
248,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:50.388757,1,2,,30,32,64,31,4,168,977,3,FDD,1_SCell,,202,0,-110.4375,-9.0625,-93.5625,118,0,-118.0625,-17.3125,-91.9375,393,0,-121.5625,-20.9375,-91.875
112,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:20.494054,1,2,,30,32,32,31,4,64,66586,1,FDD,PCell,,441,0,-123.3125,-19.625,-92.375,,,,,,,,,,
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:20.496408,1,2,,30,32,48,31,4,116,977,2,FDD,1_SCell,,118,0,-118.9375,-19.3125,-91.125,393,0,-120.8125,-22.0625,-91.0,,,,,
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:47.024240,1,2,,30,32,48,31,4,116,66586,2,FDD,PCell,,441,0,-122.5625,-21.5,-92.0,439,0,-124.3125,-22.1875,-92.0,,,,,
248,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:47.275066,1,2,,30,32,64,31,4,168,977,3,FDD,1_SCell,,202,0,-112.125,-9.875,-92.375,118,0,-116.5,-16.375,-92.375,393,0,-120.9375,-20.75,-92.375
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:07.422818,1,2,,30,32,48,31,4,116,977,2,FDD,1_SCell,,118,0,-121.125,-18.1875,-91.3125,393,0,-117.25,-18.125,-91.3125,,,,,
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:35.902159,1,2,,30,32,48,31,4,116,977,2,FDD,1_SCell,,118,0,-116.875,-15.5625,-89.8125,393,0,-119.625,-22.0625,-89.8125,,,,,
248,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:35.904535,1,2,,30,32,64,31,4,168,66586,3,FDD,PCell,,279,0,-121.8125,-22.3125,-90.5,441,0,-120.875,-21.375,-90.4375,439,0,-124.9375,-25.4375,-90.4375
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:36.302139,1,2,,30,32,48,31,4,116,66586,2,FDD,PCell,,439,0,-124.3125,-24.0625,-91.0625,279,0,-123.0625,-22.4375,-91.1875,,,,,
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:36.302139,1,2,,30,32,48,31,4,116,977,2,FDD,1_SCell,,118,0,-117.0625,-14.4375,-94.1875,393,0,-123.5,-20.8125,-94.1875,,,,,
248,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:48.948127,1,2,,30,32,64,31,4,168,66586,3,FDD,PCell,,279,0,-120.625,-23.1875,-87.1875,441,0,-120.625,-22.75,-87.125,439,0,-117.9375,-21.75,-87.125
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:56.222092,1,2,,30,32,48,31,4,116,66586,2,FDD,PCell,,441,0,-119.125,-22.5625,-87.5625,439,0,-119.3125,-22.75,-87.5625,,,,,
248,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:56.877660,1,2,,30,32,64,31,4,168,977,3,FDD,1_SCell,,202,0,-111.1875,-11.625,-91.8125,118,0,-116.0625,-16.4375,-91.6875,393,0,-120.3125,-20.6875,-91.6875
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:56.902077,1,2,,30,32,48,31,4,116,66586,2,FDD,PCell,,441,0,-117.3125,-21.625,-86.3125,439,0,-121.0,-25.625,-86.3125,,,,,
112,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:05:58.624653,1,2,,30,32,32,31,4,64,66586,1,FDD,PCell,,441,0,-120.8125,-21.25,-88.3125,,,,,,,,,,
248,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:09.836739,1,2,,30,32,64,31,4,168,977,3,FDD,1_SCell,,202,0,-111.4375,-12.5625,-90.375,118,0,-116.8125,-18.75,-90.25,393,0,-121.125,-22.375,-90.3125
112,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:59.420499,1,2,,30,32,32,31,4,64,66586,1,FDD,PCell,,441,0,-127.125,-24.375,-93.625,,,,,,,,,,
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:59.422108,1,2,,30,32,48,31,4,116,977,2,FDD,1_SCell,,118,0,-119.9375,-15.8125,-93.5625,393,0,-121.3125,-20.0,-93.5,,,,,
112,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:37.506650,1,2,,30,32,32,31,4,64,66586,1,FDD,PCell,,279,0,-124.8125,-21.625,-94.1875,,,,,,,,,,
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:37.508760,1,2,,30,32,48,31,4,116,977,2,FDD,1_SCell,,118,0,-117.5625,-15.3125,-94.5,393,0,-121.0,-18.75,-94.5,,,,,
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:58.999151,1,2,,30,32,48,31,4,116,66586,2,FDD,PCell,,441,0,-117.625,-21.25,-86.625,439,0,-119.3125,-23.625,-86.6875,,,,,
248,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:59.001581,1,2,,30,32,64,31,4,168,977,3,FDD,1_SCell,,202,0,-112.0,-11.5625,-91.6875,118,0,-116.0625,-16.8125,-91.4375,393,0,-121.875,-21.4375,-91.375
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:59.222100,1,2,,30,32,48,31,4,116,66586,2,FDD,PCell,,441,0,-124.8125,-23.0,-92.375,439,0,-124.1875,-22.8125,-92.375,,,,,
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:59.222100,1,2,,30,32,48,31,4,116,977,2,FDD,1_SCell,,118,0,-118.875,-17.1875,-91.75,393,0,-122.1875,-20.5,-91.6875,,,,,
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:08.747819,1,2,,30,32,48,31,4,116,977,2,FDD,1_SCell,,118,0,-115.6875,-14.0625,-92.875,393,0,-122.125,-20.5,-92.8125,,,,,
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:42.917719,1,2,,30,32,48,31,4,116,66586,2,FDD,PCell,,441,0,-119.8125,-21.375,-86.8125,439,0,-118.875,-21.375,-86.8125,,,,,
248,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:42.924548,1,2,,30,32,64,31,4,168,977,3,FDD,1_SCell,,202,0,-113.0625,-12.9375,-91.125,118,0,-113.875,-15.1875,-90.875,393,0,-117.9375,-19.25,-90.875
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:43.100412,1,2,,30,32,48,31,4,116,66586,2,FDD,PCell,,439,0,-121.6875,-22.0625,-89.625,441,0,-120.0625,-21.375,-89.625,,,,,
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:43.100412,1,2,,30,32,48,31,4,116,977,2,FDD,1_SCell,,118,0,-115.5,-14.5,-93.1875,393,0,-119.1875,-18.1875,-93.1875,,,,,
112,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:06.214621,1,2,,30,32,32,31,4,64,66586,1,FDD,PCell,,279,0,-126.0625,-20.25,-96.8125,,,,,,,,,,
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:06.273369,1,2,,30,32,48,31,4,116,977,2,FDD,1_SCell,,118,0,-118.125,-15.4375,-92.4375,393,0,-123.375,-21.1875,-92.4375,,,,,
112,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:06.391741,1,2,,30,32,32,31,4,64,66586,1,FDD,PCell,,279,0,-125.8125,-22.5,-94.25,,,,,,,,,,
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:55.270529,1,2,,30,32,48,31,4,116,66586,2,FDD,PCell,,441,0,-118.125,-21.3125,-87.0625,439,0,-120.0625,-23.9375,-87.0625,,,,,
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:55.626962,1,2,,30,32,48,31,4,116,66586,2,FDD,PCell,,441,0,-122.5625,-21.25,-90.1875,439,0,-121.0,-20.1875,-90.1875,,,,,
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:14.596445,1,2,,30,32,48,31,4,116,66586,2,FDD,PCell,,279,0,-120.3125,-20.125,-91.1875,93,0,-121.625,-21.4375,-91.1875,,,,,
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:14.596445,1,2,,30,32,48,31,4,116,977,2,FDD,1_SCell,,118,0,-114.9375,-16.9375,-90.25,393,0,-122.3125,-23.4375,-90.25,,,,,
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:14.822818,1,2,,30,32,48,31,4,116,977,2,FDD,1_SCell,,118,0,-116.0,-17.625,-90.5625,393,0,-119.625,-21.25,-90.5625,,,,,
248,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:14.824616,1,2,,30,32,64,31,4,168,66586,3,FDD,PCell,,441,0,-119.25,-18.6875,-91.5625,279,0,-122.8125,-22.25,-91.5,93,0,-122.5625,-22.0,-91.5625
112,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:05:59.958887,1,2,,30,32,32,31,4,64,977,1,FDD,1_SCell,,118,0,-116.9375,-12.625,-92.625,,,,,,,,,,
112,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:05.443892,1,2,,30,32,32,31,4,64,66586,1,FDD,PCell,,279,0,-128.1875,-24.1875,-94.9375,,,,,,,,,,
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:05.445476,1,2,,30,32,48,31,4,116,977,2,FDD,1_SCell,,393,0,-122.8125,-19.5,-92.625,118,0,-117.875,-14.625,-92.625,,,,,
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 19:06:40.284502,1,2,,30,32,48,31,4,116,66586,2,FDD,PCell,,441,0,-122.3125,-22.0,-91.3125,439,0,-125.0,-23.25,-91.3125,,,,,
