log_msg_len,type_id,timestamp,Version,Number of SubPackets,SubPackets,SubPacket ID,Version,SubPacket Size,E-ARFCN,Num Cells,Num Rx Ant,Deplexing Mode,Neighbor Cells,Cell ID,CP Type,Enabled Tx Antennas,TTL Enabled,FTL Enabled,SubPacket ID,Version,SubPacket Size,E-ARFCN,Num Cells,Deplexing Mode,Serving Cell Index,Neighbor Cells,Physical Cell ID,FTL Cumulative Freq Offset,Inst Measured RSRP,Inst Measured RSRQ,Inst Measured RSSI
108,LTE_PHY_Idle_Neighbor_Cell_Meas,2021-11-29 19:05:47.747891,1,2,,26,2,28,39874,1,2,TDD,,352,Normal,2,False,False,27,4,64,39874,1,TDD,PCell,,352,0,-121.4375,-11.0,-102.1875
108,LTE_PHY_Idle_Neighbor_Cell_Meas,2021-11-29 19:05:47.796817,1,2,,26,2,28,40072,1,2,TDD,,352,Normal,2,False,False,27,4,64,40072,1,TDD,PCell,,352,0,-120.3125,-10.9375,-101.625
