log_msg_len,type_id,timestamp,Pkt Version,RRC Release Number,Major Version,Minor Version,Msg
20,LTE_NAS_EMM_OTA_Outgoing_Packet,2021-11-29 16:18:24.869061,1,9,5,0,
20,LTE_NAS_EMM_OTA_Outgoing_Packet,2021-11-29 16:23:16.707984,1,9,5,0,
20,LTE_NAS_EMM_OTA_Outgoing_Packet,2021-11-29 16:17:58.788060,1,9,5,0,
