log_msg_len,type_id,timestamp,Pkt Version,RRC Release Number,Major/minor,Radio Bearer ID,Physical Cell ID,Freq,SysFrameNum/SubFrameNum,PDU Number,SIB Mask in SI,Msg Length,Msg
173,LTE_RRC_OTA_Packet,2021-11-29 16:23:16.796869,20,14,48,1,349,66586,60866,7,0,142,
33,LTE_RRC_OTA_Packet,2021-11-29 16:23:16.802183,20,14,48,1,349,66586,0,9,0,2,
33,LTE_RRC_OTA_Packet,2021-11-29 16:23:16.835900,20,14,48,2,349,66586,60930,7,0,2,
34,LTE_RRC_OTA_Packet,2021-11-29 16:23:16.835900,20,14,48,1,349,66586,0,9,0,3,
35,LTE_RRC_OTA_Packet,2021-11-29 16:23:16.838275,20,14,48,1,349,66586,0,9,0,4,
39,LTE_RRC_OTA_Packet,2021-11-29 16:23:16.851859,20,14,48,1,349,66586,60953,7,0,8,
33,LTE_RRC_OTA_Packet,2021-11-29 16:23:16.855781,20,14,48,1,349,66586,0,9,0,2,
38,LTE_RRC_OTA_Packet,2021-11-29 16:23:05.652797,20,14,48,0,349,66586,10265,5,0,7,
33,LTE_RRC_OTA_Packet,2021-11-29 16:23:06.604075,20,14,48,1,349,66586,60944,7,0,2,
46,LTE_RRC_OTA_Packet,2021-11-29 16:23:18.442549,20,14,48,0,349,66586,14345,5,0,15,
46,LTE_RRC_OTA_Packet,2021-11-29 16:19:46.243360,20,14,48,0,349,66586,2505,5,0,15,
38,LTE_RRC_OTA_Packet,2021-11-29 16:19:59.583108,20,14,48,0,349,66586,7465,5,0,7,
39,LTE_RRC_OTA_Packet,2021-11-29 16:18:11.713963,20,14,48,1,349,66586,0,9,0,8,
38,LTE_RRC_OTA_Packet,2021-11-29 16:16:53.244179,20,14,48,0,349,66586,4233,5,0,7,
39,LTE_RRC_OTA_Packet,2021-11-29 16:20:18.990347,20,14,48,1,349,66586,54902,7,0,8,
33,LTE_RRC_OTA_Packet,2021-11-29 16:20:18.995228,20,14,48,1,349,66586,0,9,0,2,
37,LTE_RRC_OTA_Packet,2021-11-29 16:17:58.788060,20,14,48,0,349,66586,0,8,0,6,
65,LTE_RRC_OTA_Packet,2021-11-29 16:17:58.835344,20,14,48,0,349,66586,10880,6,0,34,
38,LTE_RRC_OTA_Packet,2021-11-29 16:17:58.838974,20,14,48,1,349,66586,0,9,0,7,
34,LTE_RRC_OTA_Packet,2021-11-29 16:17:58.870017,20,14,48,1,349,66586,43701,7,0,3,
33,LTE_RRC_OTA_Packet,2021-11-29 16:17:58.870811,20,14,48,1,349,66586,0,9,0,2,
173,LTE_RRC_OTA_Packet,2021-11-29 16:17:58.870811,20,14,48,1,349,66586,60086,7,0,142,
33,LTE_RRC_OTA_Packet,2021-11-29 16:17:58.876846,20,14,48,1,349,66586,0,9,0,2,
35,LTE_RRC_OTA_Packet,2021-11-29 16:17:58.880051,20,14,48,1,349,66586,0,9,0,4,
33,LTE_RRC_OTA_Packet,2021-11-29 16:17:58.891467,20,14,48,2,349,66586,60118,7,0,2,
34,LTE_RRC_OTA_Packet,2021-11-29 16:17:58.891966,20,14,48,1,349,66586,0,9,0,3,
39,LTE_RRC_OTA_Packet,2021-11-29 16:17:58.933988,20,14,48,1,349,66586,60185,7,0,8,
33,LTE_RRC_OTA_Packet,2021-11-29 16:17:58.939009,20,14,48,1,349,66586,0,9,0,2,
33,LTE_RRC_OTA_Packet,2021-11-29 16:24:00.078062,20,14,48,1,349,66586,0,9,0,2,
173,LTE_RRC_OTA_Packet,2021-11-29 16:24:00.078062,20,14,48,1,349,66586,64581,7,0,142,
33,LTE_RRC_OTA_Packet,2021-11-29 16:24:00.085159,20,14,48,1,349,66586,0,9,0,2,
35,LTE_RRC_OTA_Packet,2021-11-29 16:24:00.086360,20,14,48,1,349,66586,0,9,0,4,
33,LTE_RRC_OTA_Packet,2021-11-29 16:24:00.108871,20,14,48,2,349,66586,64629,7,0,2,
34,LTE_RRC_OTA_Packet,2021-11-29 16:24:00.109271,20,14,48,1,349,66586,0,9,0,3,
39,LTE_RRC_OTA_Packet,2021-11-29 16:24:00.120254,20,14,48,1,349,66586,64647,7,0,8,
33,LTE_RRC_OTA_Packet,2021-11-29 16:24:00.124099,20,14,48,1,349,66586,0,9,0,2,
