log_msg_len,type_id,timestamp,Version,Cell ID,Downlink frequency,Uplink frequency,Downlink bandwidth,Uplink bandwidth,Cell Identity,TAC,Band Indicator,MCC,MNC Digit,MNC,Allowed Access
41,LTE_RRC_Serv_Cell_Info,2021-11-29 16:18:23.020134,3,349,66586,132122,20 MHz,20 MHz,5914882,42751,66,310,3,260,0
41,LTE_RRC_Serv_Cell_Info,2021-11-29 16:13:39.217570,3,349,66586,132122,20 MHz,20 MHz,5914882,42751,66,310,3,260,0
41,LTE_RRC_Serv_Cell_Info,2021-11-29 16:20:57.607999,3,349,66586,132122,20 MHz,20 MHz,5914882,42751,66,310,3,260,0
41,LTE_RRC_Serv_Cell_Info,2021-11-29 16:21:56.184602,3,349,66586,132122,20 MHz,20 MHz,5914882,42751,66,310,3,260,0
41,LTE_RRC_Serv_Cell_Info,2021-11-29 16:19:48.848376,3,349,66586,132122,20 MHz,20 MHz,5914882,42751,66,310,3,260,0
41,LTE_RRC_Serv_Cell_Info,2021-11-29 16:23:06.656540,3,349,66586,132122,20 MHz,20 MHz,5914882,42751,66,310,3,260,0
