log_msg_len,type_id,timestamp,Version,Cell ID,Downlink frequency,Uplink frequency,Downlink bandwidth,Uplink bandwidth,Cell Identity,TAC,Band Indicator,MCC,MNC Digit,MNC,Allowed Access
41,LTE_RRC_Serv_Cell_Info,2021-11-29 23:19:25.190487,3,349,66586,132122,20 MHz,20 MHz,5914882,42751,66,310,3,260,0
