log_msg_len,type_id,timestamp,Version,Num SubPkt,PDU Size,Msg
104,LTE_PDCP_UL_SRB_Integrity_Data_PDU,2021-11-29 02:08:27.541250,1,1,30,
84,LTE_PDCP_UL_SRB_Integrity_Data_PDU,2021-11-29 02:02:57.302766,1,1,9,
104,LTE_PDCP_UL_SRB_Integrity_Data_PDU,2021-11-29 02:07:25.818270,1,1,30,
104,LTE_PDCP_UL_SRB_Integrity_Data_PDU,2021-11-29 02:07:56.581365,1,1,30,
