log_msg_len,type_id,timestamp,Version,EMM State,EMM Substate,PLMN,GUTI Valid,GUTI UE Id,GUTI PLMN,GUTI MME Group ID,GUTI MME Code,GUTI M-TMSI
31,LTE_NAS_EMM_State,2021-11-29 17:28:13.721816,2,EMM_REGISTERED,EMM_REGISTERED_NORMAL_SERVICE,310-260,1,6,310-260,0x0980,0x12,0x1f55afc2
31,LTE_NAS_EMM_State,2021-11-29 17:28:13.722920,2,EMM_REGISTERED,EMM_REGISTERED_NORMAL_SERVICE,310-260,1,6,310-260,0x0980,0x12,0x1f55afc2
31,LTE_NAS_EMM_State,2021-11-29 17:28:18.128953,2,EMM_SERVICE_REQUEST_INITIATED,EMM_REGISTERED_NORMAL_SERVICE,310-260,1,6,310-260,0x0980,0x12,0x1f55afc2
31,LTE_NAS_EMM_State,2021-11-29 17:28:18.265102,2,EMM_REGISTERED,EMM_REGISTERED_NORMAL_SERVICE,310-260,1,6,310-260,0x0980,0x12,0x1f55afc2
