log_msg_len,type_id,timestamp,Version,Number of SubPackets,SubPackets,SubPacket ID,Version,SubPacket Size,SubPacket ID,Version,SubPacket Size,E-ARFCN,Num Cells,Deplexing Mode,Serving Cell Index,Neighbor Cells,Physical Cell ID,FTL Cumulative Freq Offset,Inst Measured RSRP,Inst Measured RSRQ,Inst Measured RSSI,Physical Cell ID,FTL Cumulative Freq Offset,Inst Measured RSRP,Inst Measured RSRQ,Inst Measured RSSI,Physical Cell ID,FTL Cumulative Freq Offset,Inst Measured RSRP,Inst Measured RSRQ,Inst Measured RSSI
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 20:25:39.151363,1,2,,30,32,48,31,4,116,977,2,FDD,1_SCell,,393,0,-124.5,-22.3125,-92.75,118,0,-125.3125,-24.8125,-92.75,,,,,
112,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 20:23:37.670221,1,2,,30,32,32,31,4,64,66586,1,FDD,PCell,,279,0,-126.6875,-21.75,-95.875,,,,,,,,,,
112,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 20:23:37.670221,1,2,,30,32,32,31,4,64,977,1,FDD,1_SCell,,118,0,-122.9375,-18.75,-95.25,,,,,,,,,,
112,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 20:24:34.750013,1,2,,30,32,32,31,4,64,66586,1,FDD,PCell,,441,0,-126.0625,-22.6875,-93.875,,,,,,,,,,
248,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 20:24:34.833968,1,2,,30,32,64,31,4,168,977,3,FDD,1_SCell,,202,0,-116.5625,-12.75,-95.1875,393,0,-125.1875,-21.75,-94.9375,118,0,-125.0625,-18.8125,-94.9375
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 20:24:35.431633,1,2,,30,32,48,31,4,116,977,2,FDD,1_SCell,,118,0,-125.125,-22.8125,-92.25,393,0,-122.0625,-20.0625,-92.25,,,,,
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 20:22:49.525216,1,2,,30,32,48,31,4,116,977,2,FDD,1_SCell,,393,0,-126.8125,-22.1875,-96.875,118,0,-123.8125,-15.5625,-96.8125,,,,,
248,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 20:25:11.486680,1,2,,30,32,64,31,4,168,977,3,FDD,1_SCell,,202,0,-115.0625,-16.0625,-91.1875,393,0,-120.1875,-20.5,-91.125,118,0,-123.75,-24.6875,-91.0625
248,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 20:25:12.444545,1,2,,30,32,64,31,4,168,977,3,FDD,1_SCell,,202,0,-116.125,-11.5625,-96.75,393,0,-124.625,-20.375,-96.5,118,0,-125.5,-21.1875,-96.5625
248,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 20:25:13.406739,1,2,,30,32,64,31,4,168,977,3,FDD,1_SCell,,202,0,-115.5625,-12.6875,-95.125,393,0,-122.8125,-19.8125,-95.1875,118,0,-121.5,-18.5,-95.1875
112,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 20:23:55.830164,1,2,,30,32,32,31,4,64,66586,1,FDD,PCell,,441,0,-127.9375,-22.125,-96.4375,,,,,,,,,,
112,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 20:23:37.404183,1,2,,30,32,32,31,4,64,977,1,FDD,1_SCell,,118,0,-122.125,-18.5,-93.9375,,,,,,,,,,
180,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 20:23:37.405785,1,2,,30,32,48,31,4,116,66586,2,FDD,PCell,,441,0,-126.875,-22.5,-95.375,279,0,-127.25,-22.8125,-95.375,,,,,
112,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 20:22:39.512615,1,2,,30,32,32,31,4,64,66586,1,FDD,PCell,,441,0,-124.875,-18.4375,-95.1875,,,,,,,,,,
112,LTE_PHY_Connected_Mode_Neighbor_Measurement,2021-11-29 20:22:39.750489,1,2,,30,32,32,31,4,64,66586,1,FDD,PCell,,441,0,-123.875,-22.0,-92.875,,,,,,,,,,
