log_msg_len,type_id,timestamp,Version,Number of Subpackets,Subpacket ID,Subpacket Version,Subpacket Size,Sub Id,Num Active Cells,Cells,Cell Id,Preamble initial power (dB),Power ramping step (dB),RA index1,RA index2,Preamble trans max,Contention resolution timer (ms),Message size Group_A,Power offset Group_B,PMax (dBm),Delta preamble Msg3,PRACH config,CS zone length,Root seq index,PRACH Freq Offset,Preamble Format,High speed flag,Max retx Msg3,RA rsp win size,Subpacket ID,Subpacket Version,Subpacket Size,Sub Id,Cell Id,Rach reason,Maching ID,RACH Contention,Preamble,Preamble RA mask,Msg3 size,Group chosen,Radio condn (dB),CRNTI
72,LTE_MAC_Rach_Trigger,2021-11-29 14:57:08.559070,1,2,3,4,32,1,1,,0,-96,2,32,40,10,32,18,4,23,2,4,10,666,4,0,0,5,10,5,2,24,1,0,CONNECTION_REQ,0x412c2ad51328012b,NonContention Based RACH procedure,0,0xff,6,0,131,0x97bd
72,LTE_MAC_Rach_Trigger,2021-11-29 15:02:16.646294,1,2,3,4,32,1,1,,0,-100,2,32,40,10,32,18,4,23,2,3,10,372,3,0,0,5,10,5,2,24,1,0,CONNECTION_REQ,0x412c2ad51328012b,NonContention Based RACH procedure,0,0xff,6,0,128,0xe5e3
72,LTE_MAC_Rach_Trigger,2021-11-29 14:59:05.845420,1,2,3,4,32,1,1,,0,-96,2,32,40,10,32,18,4,23,2,4,10,666,4,0,0,5,10,5,2,24,1,0,CONNECTION_REQ,0x412c2ad51324012b,NonContention Based RACH procedure,0,0xff,6,0,126,0x4d36
