log_msg_len,type_id,timestamp,Pkt Version,RRC Release Number,Major Version,Minor Version,Msg
20,LTE_NAS_EMM_OTA_Outgoing_Packet,2021-11-29 14:57:08.559070,1,9,5,0,
20,LTE_NAS_EMM_OTA_Outgoing_Packet,2021-11-29 15:02:16.646294,1,9,5,0,
20,LTE_NAS_EMM_OTA_Outgoing_Packet,2021-11-29 14:59:05.844251,1,9,5,0,
